index,review_text,review_rating,review_title
1126,"Superb and satisfied with performence, face recognition is little bit slow rest all is gud...",5.0 out of 5 stars,Always no1
1127,"Awesome. Bang for buck. Has the features you are willing to pay for , a very decent price post HDFC cash back offer.",5.0 out of 5 stars,Bang for buck.
1128,"It's an awesome product from Apple, The battery life has improved alot than the previously launched iPhone models. User interface and iOS 13.2 is excellent. Guys just go for it...",5.0 out of 5 stars,Great product n value for money.
1129,Excellent performance and swift touch,5.0 out of 5 stars,Great performance but priced a bit high
1130,"Except it gets a little heated in the back while playing , other than that it’s the best.",5.0 out of 5 stars,X-rays 128 red
1131,The mobile phone is too heavy and there is no fingerprint sensor (though there is Face ID). Otherwise everything else is great.,4.0 out of 5 stars,Good
1132,"Thanks Amazon for this superb deal,its highly unbelievable to get such an excellent model of IPhone on such a reasonable price.",5.0 out of 5 stars,"Got best IPhone on great unbelievable price,thanks Amazon"
1133,iPhone XR is a expensive branded phone and it’s a water and dust resistant but After only three weeks use  i found dust in my camera’s lens . I’m extremely disappointed about this.,1.0 out of 5 stars,It can’t resist dust
1134,Quite sturdy phone - though little heavy & bulky. Good efficiency & battery life.,5.0 out of 5 stars,Very good phone
1135, Best Camera quality and best battery,4.0 out of 5 stars,Best camera...
1136,A great product at affordable price,5.0 out of 5 stars,Good product
1137,Loving the experience with the budget iPhone,4.0 out of 5 stars,Loving the experience
1138,"Not even completed 1 month but battery life became 99%, some defect may be will go and show some iphone store.",1.0 out of 5 stars,Within 1month battery life reduced To 1% i.e 99%
1139,"Good apple thanks,",5.0 out of 5 stars,I love you Amazon. Good service.
1140,Good product. Bad battery life,2.0 out of 5 stars,Not acceptable from Apple
1141,Unfortunately having issue with screen,1.0 out of 5 stars,Unfortunately phone having screen issue
1142,Product received Manufacturers damage display and back panel gap and back panel damage received,2.0 out of 5 stars,Manufacturers damage
1143,Calling Sensor is Not Good Enough And Also Sometimes Touch Stops Working for Few Seconds,1.0 out of 5 stars,Sensor and Touch Issue
1144,The phone is awesome. The one thing I disliked Earpods not met my expectations.,4.0 out of 5 stars,Awesome
1145,Apple iPhone is iPhone.. Amazing feature,5.0 out of 5 stars,awesome Phone
1146,"Realy awsom phone. Best price 23,900. Thank you amazon.",5.0 out of 5 stars,sale makes me happy
1147,Like the looks and a valuable investment,5.0 out of 5 stars,iPhone XR
1148,Order was delivered before the estimated time of delivery. Really enjoying the product.,5.0 out of 5 stars,Nice product.
1149,The best smart phone. And is better android phone,4.0 out of 5 stars,5 star.
1150,"Upgraded from android to iPhone with iPhone XR and this has completely impressed me. Good Camera, Excellent battery life and faster Face ID reading.",5.0 out of 5 stars,Must go for it..
1151,"this phone is strong, i have dropped it quite a few times. camera quality is good. the battery life is better than my poco.",5.0 out of 5 stars,nice
1152,"No issues in performance, flawless",5.0 out of 5 stars,Works flawlessly
1153,The smoothest phone ever. Best camera,5.0 out of 5 stars,Awesome
1154,Apple product. I Rest my case,5.0 out of 5 stars,Good product m
1155,Awesome phone,4.0 out of 5 stars,Awesome
1156,Absolutely loved it. Upgraded from my old IPhone 6 to this beauty. I realized how slow my previous phone was after I started using this one and I got a great deal from Amazon.,5.0 out of 5 stars,Loved it
1157,Fantastic phone📱 ever,4.0 out of 5 stars,🤘😝🤘
1158,Charging Adapter/wire not working properly have to adjust at different angles.,4.0 out of 5 stars,Charger 👎🏽
1159,"Good performance..Believe me drop test done in 1st week of purchase, not intentionally by mistake fallen down but nothing happened..Thank God😍😍😃",4.0 out of 5 stars,iPhone XR Good buy with super performance
1160,It’s a very good and Original product.,5.0 out of 5 stars,It’s Best and Original product. Thankful to amazon
1161,Wonderful product.. but need to update new version after unboxing🤣 m not satisfied with packing literally t phone comes with 1 simple plastic warped cover thats it.,5.0 out of 5 stars,Wonderful product
1162,"Facial recognition works great, camera is excellent and battery life is great too.",5.0 out of 5 stars,Best IPhone
1163,"Best Product, best performance, good camera quality, full day battery life, no hanging or any other issues.",5.0 out of 5 stars,Best Phone ever
1164,Very good but face unlock is slow good battery life and excellent display with good feature but required wifi to work or download any file over 200 mb,5.0 out of 5 stars,iPhone
1165,Screen had a yellow tint. There was a manufacturing defect. Chek ed with other devices in showroom and all were normal white. Returned the device and claimed refund for this.,1.0 out of 5 stars,Manufacturing defect. Yellow tint on screen
1166,There is no finger print sensor. But face id does a pretty good job. Love this phone.,5.0 out of 5 stars,It is a great phone for the ones new to apple
1167,Camera is good but not the best. Bettery life is the best. Face recognition is fast and reliable even in dark condition. The screen is best in LCD class displays.,5.0 out of 5 stars,Excllent Iphone produced by Apple.
1168,Nice product,5.0 out of 5 stars,Nice product
1169,Altogether I liked. But an easy way to type other languages than English is essential,5.0 out of 5 stars,Good product. Worth it's value
1170,Bad front camera and weight of the phone. Display quality of the screen and rear camera are amazing,4.0 out of 5 stars,Satisfied
1171,No regrets after using almost for 1 month. Dual sim working perfectly. Guys go for it if your budget is approx 50k....don’t spend on other android phone...,5.0 out of 5 stars,Good one
1172,Mobile’s screen is not scratch resistive.,5.0 out of 5 stars,No Gorilla Glass
1173,Awesome product!!,5.0 out of 5 stars,Just go for it!
1174,Sometimes face recognition stops working. Overall a brilliant phone.,5.0 out of 5 stars,Worth it
1175,Battery life good  camera quality is also good,5.0 out of 5 stars,Superb phone
1176,Superb deal during the sale and enjoying the smooth interface,5.0 out of 5 stars,Splendid
1177,The screen quality is amazing and the phone overall looks awesome! I upgraded from an iPhone6 and the photos come out really well!,5.0 out of 5 stars,If you are upgrading then this is the phone for you!
1178,Go for it.,5.0 out of 5 stars,Reliable Product
1179,Worst return I have ever faced from Amazon and the boy who came to inspect the phone he had taken 300 And he's saying that everyone phone has returned but not mine,1.0 out of 5 stars,Worst Return Of Amazon Service
1180,Awesome phone!,5.0 out of 5 stars,Best at this price!
1181,It’s the best phone!!❤️Camera quality is superb Nd the battery backup is too good😻Nd this is my first iPhone I think it’s worth the money 💰 🥰,5.0 out of 5 stars,It’s worth the money 💰 best phone❤️❤️
1182,call receive and end feature is good... camera quality excellent.... touch quality good... battery life jabardast... phone face unlock speed very fast... every thing is perfect...,5.0 out of 5 stars,iphone xr is a good phone
1183,No fingerprints and moderate camera quality. Otherwise perfect phone.,5.0 out of 5 stars,Good product except camera quality
1184,Not expectable,3.0 out of 5 stars,Z
1185,Great Product Camera is Awesome.,5.0 out of 5 stars,Great Product
1186,If you love Apple then it totally makes sense.,5.0 out of 5 stars,It’s a good buy ...
1187,Its an average phone and complete wastage of money.,1.0 out of 5 stars,Pathetic Phone ever made by Apple
1188,Bang for the money,5.0 out of 5 stars,Best
1189,Beautiful product....,4.0 out of 5 stars,Beautiful
1190,"The phone is overall good. Its a bit heavy than other iPhones but still the battery capacity, the screen resolution are well upto the mark",4.0 out of 5 stars,Good Phone
1191,"If have budget then definitely go for it.best part of this phone is that it contains A12 Bionic chip, which takes the experience to whole new level.",5.0 out of 5 stars,Awesome
1192,I am having issues with the sim lot getting not detected intermittently. Causing major issues for myself,3.0 out of 5 stars,Average
1193,the phone is awesome.battery is perfect and the camera is magnificent.its photos are like the photos of dslr.sound is also very good.build quality is also best.red color looks awesome,5.0 out of 5 stars,in love with the phone
1194,Amazon is amazing! Super price and delivery. Using it without issues. I extended the warranty at Apple service.,5.0 out of 5 stars,Hot deal great product
1195,Very nice product.  Delivery was quick.  Very happy with the product,5.0 out of 5 stars,Great Product
1196,Got a Nice deal of this superb phone. It's a worth for money deal.,5.0 out of 5 stars,Nice dael
1197,What to say about . 🥰 excellent phone with amazing battery backup,5.0 out of 5 stars,Excellent Phone. Love it.
1198,"over all excellent my videw ,",5.0 out of 5 stars,"this phone is good under 30000, XR 128gb,"
1199,Camera quality not as per the expectation better to buy 1 plus variants.,1.0 out of 5 stars,Not worthy
1200,Good phone for pictures and very handy and compact to use not like big phones in hand ...but the battery life was not so grate ...overall very good phone to have,4.0 out of 5 stars,Good choice
1201,100% orignal prodecut sell Amazon. Time to deleverd prodecut. Best price 38k provide amzone in great Indian sell. Always my trustable  online wapsite is amzone .,5.0 out of 5 stars,iPhone XR
1202,Nice phone but not get the bill plz sent it,4.0 out of 5 stars,Nice
1203,Awesome mobile,5.0 out of 5 stars,Awesome mobile
1204,Outstanding Camera,5.0 out of 5 stars,Happy User
1205,Amazing I love iphone,5.0 out of 5 stars,Superb duper
1206,Screen 8/10 camera 10/10 speaker 11/10 build quality : awesome. Best value phone and best in market and last but not least it is Apple,5.0 out of 5 stars,One and only Apple
1207,Great phone at great price,5.0 out of 5 stars,AWESOME XR
1208,Nice phkne,5.0 out of 5 stars,Always ULTIMATE
1209,1st time I had purchsed my iphone online. It was delivered on time and is working fine.,5.0 out of 5 stars,Love it
1210,Good price & quick delivery!! As alway apple  product as of best quality.,5.0 out of 5 stars,Nice
1211,"using this phone is really satisfying for that price its worth it it contains its pros and cons, but it is good and can adjusted to daily use.",5.0 out of 5 stars,good phone
1212,I upgraded from my I phone 6 - & this XR is a real step up - everything in the phone is much much better,5.0 out of 5 stars,great phone - got it a fab price
1213,Loved it,5.0 out of 5 stars,An apple fan
1214,Power adopter should be given fast charger..,3.0 out of 5 stars,Good battery life but no fast charger given
1215,Left speaker is not working,2.0 out of 5 stars,iPhone XR
1216,Worst model in iPhone series. Poor battery performance and charging will take couple of hours  and voice calls are too noisy... This is not review this is my experience.,1.0 out of 5 stars,Worst model in iphone series
1217,Great phone. I have using this phone for a month now. Battery life is better than other iPhones. Camera is very good.,5.0 out of 5 stars,Awesome phone
1218,There is no figure print sensor but i am very happy with face unlock feature,5.0 out of 5 stars,Awesome device
1219,"If you want an iPhone but don’t want to spend on XS or XS Max, then blindly go for it!",5.0 out of 5 stars,Amazing product!
1220,It is good for nothing.the worst ever product I have seen in my lifetime,1.0 out of 5 stars,Cheated by amazon
1221,One of the best phones in this price range!,5.0 out of 5 stars,Just amazing!
1222,Can't believe an iPhone can give good battery life. Overall great phone,5.0 out of 5 stars,Great
1223,Masterpiece from Apple,5.0 out of 5 stars,Masterpiece from Apple
1224,Great phone with all the required features no need to spend much money for other phones xR is only enough for all my needs,5.0 out of 5 stars,Fantastic phone
1225,My adapter is not working!!,1.0 out of 5 stars,Charger is not working
1226,Amazing phone,5.0 out of 5 stars,Love the red colour!
1227,Price is very good,5.0 out of 5 stars,Value for money
1228,Heating persists..,4.0 out of 5 stars,Heating issue in iphone xr
1229,Superb,5.0 out of 5 stars,Good
1230,Overall good Experience ; switching from iphone6 to iPhone xR was really worth the buy.,5.0 out of 5 stars,Best Version and screen among all Iphones.
1231,The phone is a bit slow while switching data plans between the two connected sim.,2.0 out of 5 stars,Not that great experience
1232,No need to say about an iPhone. This is the best of all iPhones that I have ever used. Buying it from Amazon is another enjoyment. Thank you.,5.0 out of 5 stars,Best ever iPhone
1233,Great product but little one day delay delivery,5.0 out of 5 stars,XR
1234,"Ultimate phone, red color",5.0 out of 5 stars,Best phone
1235,Their is no issue in screen gaming is super dope .,5.0 out of 5 stars,ITS APPLE AT JUST 50K
1236,Go for one plus 7 pro. It's a great deal. I hv both and I can assure u. iPhones can't beat one plus.,4.0 out of 5 stars,Apple is good but one plus is best.
1237,My first IPhone and I am in love with it..,5.0 out of 5 stars,First IPhone
1238,Excellent phone....money’s worth,5.0 out of 5 stars,Excellent phone
1239,Best battery backup good camera its a value worth but voice call quality is very low mic is not working properly the person on the other end cant hear me clearly,5.0 out of 5 stars,One of apple’s best fon
1240,Got it for good deal..,5.0 out of 5 stars,Good
1241,battery life what i liked about the product,4.0 out of 5 stars,"Not a worthy even at 42,900"
1242,Good value worth it,5.0 out of 5 stars,best i phone
1243,"It's a good mobile phone but comes with a 5 watt slow charger but mobile supports fast charging, it should come with a fast charger",5.0 out of 5 stars,Charger
1244,So far enjoying this product. Luckily I could grab this phone on offer for 48k along with offer applied during prime day. First time using an apple product and I am very happy,4.0 out of 5 stars,Amazing phone  for this price tag from apple
1245,Amazing.good camera.value for investment,5.0 out of 5 stars,IPhone xr
1246,Super phone... simply love it..just go for it..,4.0 out of 5 stars,Worth buying
1247,superb one,5.0 out of 5 stars,review
1248,I am in love with the battery life of this phone. 100% charged phone takes around 24hrs to go down to 5% even after gaming n continuous usage on daily basis,5.0 out of 5 stars,Battery life
1249,My first iphone and its awesome,5.0 out of 5 stars,Luv this phone dream phone
1250,It feels so nice in hands and a compact device love this. The main problm i have found it can't download files more than 200mb on mobile data.. It requires WiFi only,5.0 out of 5 stars,Satisfied
1251,"Cheers to Amazon! This is the most Value-for-Money online shopping deal ever! I love the iPhone XR, and the Coral is an absolute gaze-stealer and a hit the ladies 🍑",5.0 out of 5 stars,BEST iPHONE DEAL EVER!
1252,Awsome looking premium smartphone. Size is perfect. Interface is so smooth and fast. Battery back up is outstanding. Camera quality is fantastic.,5.0 out of 5 stars,Perfect
1253,Excellent..,5.0 out of 5 stars,Go for it
1254,"Superb phone,great photo clarity and battery backup is good.",5.0 out of 5 stars,Definitely would recommend IPhone XR
1255,As expected,5.0 out of 5 stars,As expected
1256,Good,5.0 out of 5 stars,Good
1257,Best battery life so far amongst ALL iPhones i used so far in last 8 years...,5.0 out of 5 stars,Excellent deal
1258,"Iphone xr is superb so I gave 5 star, camera is nice but selfie not satisfied to me, battery is also not satisfied. Also like the phone.",5.0 out of 5 stars,Superb
1259,So superb .. I’m 1st time using iPhone . Very interesting nd  I’m impressed .. camera quality awesome .  1day battery backup .. face lock in very strong ..,5.0 out of 5 stars,So to good
1260,Nice alternative,5.0 out of 5 stars,Good experience
1261,WORTH THE PRICE,4.0 out of 5 stars,GOOD
1262,Purchased the new iPhone XR on 21 July.Not sure battery is not at all good. Disappointed with amazo and apple both.please help me out with the exchange or refund .,2.0 out of 5 stars,Disappointed with amazon and apple
1263,"Phone is awesome , go for it. I purchased in amazon festival offer and it saved my 5000 rs .",5.0 out of 5 stars,Loved it awesome product.
1264,From iPhone SE To iPhone XR. Camera quality is good. FaceID works really nice. Powerful phone.,5.0 out of 5 stars,Phone is awesome... delivery on time.
1265,The purchase experience was seem less and the delivery also happened promptly. I am very happy with it. The 256 X-r is difficult to get and the product is awesome!!,5.0 out of 5 stars,Was looking for a good deal on the X-r 256 and got a really good one! Thx
1266,I am a new iPhone user switching from android. The battery life is best!!! Last a day for heavy usage. The phone is best in every feature mentioned. WORTH THE PRICE,5.0 out of 5 stars,iPhone for everyone !
1267,Amazing battery life and at a great price specially during the Amazon Great Indian Festival,5.0 out of 5 stars,You wont regret buying it
1268,Now I’m happy with the quality of the phone.,5.0 out of 5 stars,Very good. Extra e sim is an advantage.
1269,"Overall the product is good. As I have used android last 10 years, feeling more customisation needs in iOS. Like the MIUI skin..",5.0 out of 5 stars,Good
1270,After one month of buying the phone it got hung up which never happens with i phone want a immediate replacement,2.0 out of 5 stars,Phone hung up
1271,Awesome as ever,5.0 out of 5 stars,Awesome as ever
1272,Still one of the best phones out there with this price. The specs are awesome and even the lcd screen shows no compromise even outdoors.,5.0 out of 5 stars,Amazed
1273,Aswm phone at this price...,5.0 out of 5 stars,Value for money
1274,As an apple user I would like to say that this cell looks really amazing and face lock is just a kinda magic. Camera is as lovely as I expected before my purchase.,5.0 out of 5 stars,This mobile shocked people in the respect of touch and its speed along with full display.
1275,"Awesome product from Apple as usual. Face recognition , back camera quality at its very best. Although front camera during night will not take that great pictures.",5.0 out of 5 stars,Worth it! Totally in love with XR
1276,The best part is the safest delivery taken care off with multiple safety features packaging.,5.0 out of 5 stars,Good to switch from android to iOS
1277,"This phone is amazing .... battery backup is really good.... and the face id function makes your life ease, camera quality is very good ... in love with this phone",5.0 out of 5 stars,Amazing phone
1278,Nice Product to gift someone,5.0 out of 5 stars,Value is tooo high
1279,"Fantastic Phone, however the camera quality looks inferior specially compared to the one offered in other brands.",5.0 out of 5 stars,Superb but Camera could have been better
1280,Doesn’t save more than 20-30 numbers in call history,4.0 out of 5 stars,Good but not great
1281,I like the buttery smooth interface. Face recognition and battery life are very good. Overall I am very happy with my decision.,5.0 out of 5 stars,Feel it
1282,I mean it's iphone (for crying out loud) 😃,5.0 out of 5 stars,Good product 👍
1283,Charger provided with phone is not working resulting unable to charge phone,4.0 out of 5 stars,Replace charger
1284,I was scared to buy such worthy product from Online. But i Loved the product from Amazon..It is a great phone. Thanks to Apple n Amazon..Loved it..😍😍😍,5.0 out of 5 stars,Iphone Love - Must Read
1285,👍,5.0 out of 5 stars,👍
1286,Apple phones are awsome,5.0 out of 5 stars,Awsome
1287,You dont dislike apple,5.0 out of 5 stars,Apple is apple
1288,Wonderful product and superb service provided by amazon as first time the product was found to be damaged then they immediately replaced it within 4 working days.,5.0 out of 5 stars,Highly satisfied &recommended
1289,"Face unlock is slow, battery is good, 64gb has less storage go with 128gb minimum. Except security and sharing iphone support almost everything similar to android",4.0 out of 5 stars,Awesome product
1290,Amazing.excellent.,5.0 out of 5 stars,Superb
1291,I got IPhone with in a day time. I’m a first time iOS user and I’m liking it. It has got quite a lot of features. From Face ID to wide screen display.,4.0 out of 5 stars,iPhone XR - Nice gadget to Order.
1292,Product not a good price as well as not desire range of quality,2.0 out of 5 stars,Product features poor
1293,This is my first iPhone and I’m enjoying the experience. From android to IOS I feel great smoothness in user interface,5.0 out of 5 stars,Worth it
1294,Excellent phone as expected.,5.0 out of 5 stars,Excellent
1295,Price Wise Excellent Product,5.0 out of 5 stars,Price Wise Excellent  Product
1296,Iphone xr is just awesme....best battery backup..everythings are smooth as butter..and blue coloue......ufff just love it.....,5.0 out of 5 stars,Iphone xr..!!!! Just Muuuaaaahhhhhhhh.......😘😘
1297,Camera is very good and battery life 1day with full Internet,5.0 out of 5 stars,Very good phone
1298,"Excellent product, must buy",5.0 out of 5 stars,Excellent product
1299,Everyone speaking about lesser resolution. I have used 402 ppi mobiles but still I didn't see any problem in iPhone xr lower resolution display... Display is simply awesome,5.0 out of 5 stars,Awesome mobile
1300,"Amazing phone, loved every bit of it",5.0 out of 5 stars,Amazing
1301,Best product of apple for mobile.,5.0 out of 5 stars,Best battery life for a iPhone
1302,"Everything is nice, only the battery should have been more powerful.",5.0 out of 5 stars,Very nice phone.
1303,The Face ID is too good. I was a bit sceptical at first to move from Touch ID to Face ID. But the tech is too good no problems as now.,4.0 out of 5 stars,The value for money IPhone
1304,"Classy, smooth and meets the expectations.  Thumbs up!!",5.0 out of 5 stars,Super phone
1305,Just awesome. Working like a wonder.,5.0 out of 5 stars,Excellent Product
1306,Good,5.0 out of 5 stars,Good
1307,Great phone with excellent battery life.,5.0 out of 5 stars,Happy to have it..
1308,Good product,5.0 out of 5 stars,Good
1309,Gud Apple Product using for the 1st time this  Apple Product Loved it 😍😍,5.0 out of 5 stars,Great Product
1310,Amazing phone,5.0 out of 5 stars,Amazing
1311,four star for the price but awesome mobile,4.0 out of 5 stars,good
1312,Its good...but i feel android was better...and more user friendly,4.0 out of 5 stars,Great phone
1313,Camera quality is just awesome. Loved it. All the features are just woww.,5.0 out of 5 stars,Loved it
1314,Awesome product,5.0 out of 5 stars,Best product
1315,Awesome is the word for the phone & loved amazon for the great offer ... was good bargain,5.0 out of 5 stars,Fantabulous
1316,"Good performance machine, single camera but with amazing quality, multitasking is fun on this one, it’s the perfect sweet spot between x and xs",5.0 out of 5 stars,Go for it
1317,camera doesn’t recognise non human images for portrait mode. Portrait mode shouldn’t be restricted for humans. There’s a lot of scope for portrait photography which can be excelled.,5.0 out of 5 stars,Unhappy with portrait mode of camera
1318,Its a half eaten beautifully designed APPLE which interacts with you. 😅😂,5.0 out of 5 stars,Beautiful product from APPLE.
1319,Awesom,2.0 out of 5 stars,Value for money
1320,Excellent performance-Awesome Camera-Picture Quality the best in iPhone-Face recognition works perfectly fine.,5.0 out of 5 stars,Best Phone
1321,A Very good phone,5.0 out of 5 stars,A value for money product
1322,Good battery life,5.0 out of 5 stars,Value for money
1323,great but buy offline,4.0 out of 5 stars,great but.........
1324,Very nice.Iam very happy.All system and software are good nice.,5.0 out of 5 stars,Apple xr story
1325,The battery health has fallen to 97 which I didn’t think it would happen,3.0 out of 5 stars,I need change of battery
1326,Awesome battery backup and camera :-),4.0 out of 5 stars,Nice
1327,Battery is drying when I play games battery us not upto the mark,3.0 out of 5 stars,Battery worst
1328,Pretty good,5.0 out of 5 stars,The world’s best selling smartphone of 2019
1329,Ultimate choice for better camera and battery life with best in class face detection even in no light condition. As always one of the best product from Apple.,5.0 out of 5 stars,Apple XR
1330,Main problem network,1.0 out of 5 stars,I think iPhone is not good
1331,Battery and camera are good but phone heated up a lot and starts to lagg,1.0 out of 5 stars,Heates up a lot and then lags
1332,Best iphone in budget,5.0 out of 5 stars,Great Product by Apple
1333,"Camera quality, battery life and ios",5.0 out of 5 stars,Excellent device at an excellent price for a flagship phone
1334,I don’t think I need to write anything about Xr. A very good phone.,5.0 out of 5 stars,Awesome
1335,Got this product during Amazon Great India sale at an amazing price,5.0 out of 5 stars,A budget iphone
1336,Best iphone XR as compare i phne xs. Good battery life and face regcognition,5.0 out of 5 stars,Awesum iphone XR
1337,"Awesome product from Apple..  Awesome speed, Massive Battery life and Awesome camera.. Do not underestimate its Display quality too.. it's so good..",5.0 out of 5 stars,Nice one to choose
1338,Excellent..great product..good build quality..good performance,5.0 out of 5 stars,Real value for money
1339,Overall product is awesome,5.0 out of 5 stars,Amazing product
1340,"The product is just awesome no doubt and its worth to buy without any worries really its value for money, Thanks amazon for giving me great deal and product.",5.0 out of 5 stars,Fantastic product and deal
1341,"Not happy with this purchase , received damaged iPhone .",1.0 out of 5 stars,Not happy
1342,Amazing i phone excellent service by Amazon,5.0 out of 5 stars,Amazing i phone excellent service by Amazon
1343,Good,5.0 out of 5 stars,Nice
1344,Good,4.0 out of 5 stars,Good
1345,I want to replace my iPhone XR because I looking like clone help me plz,1.0 out of 5 stars,I want to replace my iPhone XR because I looking like clone help me plz Plz contact me
1346,Best for upgrade from 6s to XR,5.0 out of 5 stars,Worthy
1347,I like the battery life and the camera is not so good as it has only one camera but overall it’s performance is very good,5.0 out of 5 stars,"Good performance ,big screen than 11"
1348,none,5.0 out of 5 stars,good
1349,No finger print,5.0 out of 5 stars,Best allways best apple is
1350,iPhone Xr have dual sim. This mobile ring tone for incoming calls in SIM1 and SIM2 have not separate option. both have only one ring tone.,5.0 out of 5 stars,"Borra Jayakumar M.Tech(Struc.), Assistant Executive Engineer"
1351,"the product i have received is not getting charged. and when i opened it for the first time, the sensor is showing issue like the screen doesnt turn on if i remove it from my face while on call",1.0 out of 5 stars,defective
1352,The only problem i feel is battery....which can be sorted out...Excellent phone overall with this price...,5.0 out of 5 stars,Excellent
1353,"Best iphone. Sturdy, long battery life. Real smartphone",5.0 out of 5 stars,Real smartphone
1354,Apple always did their job well for iPhone XR  .You can’t even find the difference b/w oled and lcd.its a sturdy style from Apple .,5.0 out of 5 stars,Superb
1355,Pls plz dont purchased apple xr online...i got network issue...n service centre r not ready to replace n not solving problem....extremely bad experience,1.0 out of 5 stars,Extremel bad unsolvable network problem
1356,Worth purchasing this iPhone. Upgraded from iPhone 7. Good experience.,4.0 out of 5 stars,Great Phone
1357, Defective piece received,1.0 out of 5 stars,Defective
1358,Really great product. As always top notch quality delivered by apple.,5.0 out of 5 stars,Apple Iphone is best
1359,"The Face ID detection, most of the time I have to enter password to open the phone",4.0 out of 5 stars,"Go for it, but it’s too heavy"
1360,Good product,5.0 out of 5 stars,Very good
1361,"Product looks good. But if I compare this with a showroom (Aptronix) one, it looks some what different in resolution.",4.0 out of 5 stars,iPhone XR 64gb
1362,Mast product he bhai log. Le lo saste me mil raha he. This phone have same specifications as x and xs. Only difference is in display,5.0 out of 5 stars,Awesome Product
1363,"Thanks to Amazon Sale, got this with amazing deal. 😍",5.0 out of 5 stars,Loving it❤️
1364,It’s awesome.. no comments required..,5.0 out of 5 stars,Awesome
1365,God,5.0 out of 5 stars,Super
1366,Not bad,1.0 out of 5 stars,#NAME?
1367,Superb Phone,5.0 out of 5 stars,iPhone XR
1368,Received a new xr. Found it defective as face id and camera aren't functioning properly. Replace the defective item with a fully functioning one.,1.0 out of 5 stars,Defective xr face id and camera aren't functioning
1369,Aweosme phone with great looks and colour with fast and safe delivery thanq Amazon,5.0 out of 5 stars,Awesome phone with good looks
1370,"The best iphone i’ve ever used  with great performance , speaker quality is awesome .Best for gamers and audio lovers .",5.0 out of 5 stars,The beast
1371,Extraordinary one,5.0 out of 5 stars,Nice product
1372,little bit got warm,4.0 out of 5 stars,Good
1373,I am lobing ith.,5.0 out of 5 stars,I am Lobing ith.. :P
1374,"Every thing is good ,I loved it.but only thing is charging taking very long time,no fast charging option.Camera also not so good .",4.0 out of 5 stars,Good
1375,Amazing,5.0 out of 5 stars,Amazing
1376,Amazing product with a very good deal during prime day. Prompt delivery by seller. Thoroughly enjoying the phone. No complain so far. So 5 stars.,5.0 out of 5 stars,Amazing phone with a very good prime day deal.
1377,Best iPhone,5.0 out of 5 stars,Wonderful
1378,"Beautiful apple phone, very happy",5.0 out of 5 stars,Very good phone
1379,It’s really one of the best things that we bought on the amazon sale!,5.0 out of 5 stars,Three cheers for prime day sale!!
1380,I like this phone. Amazon service is very good. I get this phone 1day delivery. I will save my 7000rs for this phone. I buy this phone 42900rs. Store price is 50000 rs.,5.0 out of 5 stars,Brilliant
1381,I felt just one thing of apple is its worth buying a great experience... yes bit expensive but still worth to its cost,5.0 out of 5 stars,Worth to price
1382,Excellent iPhone for affordable price ( relatively ) . Battery backup is superb .,5.0 out of 5 stars,Superb iPhone
1383,Nothing to dislike.:: best iPhone I have used till now,5.0 out of 5 stars,Great
1384,Best deal from amazon,5.0 out of 5 stars,😇
1385,Selfie camera could be improved. You can get the same clarity/ better details on a one plus 6t.,4.0 out of 5 stars,Great
1386,"Speed quality of internet etc is disappointing  compare to similar kind of Samsung phone. Otherwise phone is good , Never hang",2.0 out of 5 stars,Over all not as expected from apple phone XR
1387,"Paisa vasool phone, As usual no need to write review.",5.0 out of 5 stars,Good Buy
1388,Review after extensive use of two months. One word simply Awesome.,5.0 out of 5 stars,Simply awesome.
1389,Great product for the price. Got it for Rs 43k (128) couldnt get any better at the time.,5.0 out of 5 stars,Good product
1390,We like updates in iPhone,5.0 out of 5 stars,Love xr
1391,Battery is the best. I is my first iPhone.  Audio is best in class . Battery capacity is lit and I can use it like for 3 days . Camera is good.,5.0 out of 5 stars,iPhone xr battery is best
1392,The phone is simply suberb...you can buy this without 2nd thoughts...Amazon delivered the product on time and well packed....awesome experience,5.0 out of 5 stars,Very happy with purchase
1393,Excellent phone with great camera. Being an android user  this is the due time I am using iPhone and it’s a truly remarkable experience so far.,5.0 out of 5 stars,Review
1394,Incomparable,4.0 out of 5 stars,Uncomparable with other phones
1395,Excellent!!,5.0 out of 5 stars,Incredible XR
1396,Voice clarity and receiving of mobile signals is very poor. Its only a brand but coming to voice clarity its not upto the mark,5.0 out of 5 stars,Okay okay mobile
1397,What can I say more about the Apple products it has got good battery life and pretty much decent camera,5.0 out of 5 stars,Woohoo
1398,Thanks Amazon and Apple. Phone performance are very well and battery backup is to good compare to other Apple iPhone.,4.0 out of 5 stars,Satisfied from Apple iphone xr
1399,Hanging issue,1.0 out of 5 stars,Worst Level phone
1400,iPhone is iPhone,5.0 out of 5 stars,Awesome
1401,"This iPhone undoubtedly has the best battery life in comparison to any iphone , front camera is too good , only demerit which I have experienced so far is this has bad screen quality.",5.0 out of 5 stars,Best battery’s life
1402,Best one,5.0 out of 5 stars,Best one
1403,Don’t Buy If price is More then 45000,5.0 out of 5 stars,Best iPhone But Wait For the Price Drop
1404,"Camera is excellent, battery life is exceptionally very good and also face recognition is good",5.0 out of 5 stars,Nice phone
1405,Great phone,5.0 out of 5 stars,Amazing Amazon
1406,earphones are not working bad experience  only one side working. .,1.0 out of 5 stars,Earphones  not working
